                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    216,                0.82359,                 1.0025,                0.48645,                0.84921,                0.82471,                0.73581,                 0.8079,                0.56662,                0.77562,                0.68043,                0.74213,                0.41289,                 1.0672,                 1.2689,                 0.6278,                0.93567,             0.00041984,             0.00041984,             0.00041984
                    217,                0.85064,                  1.007,                0.49035,                0.86061,                0.79606,                0.74802,                0.80462,                0.56218,                0.74659,                0.69367,                 0.7371,                0.40993,                 1.0765,                 1.2594,                0.62988,                0.93473,             0.00041512,             0.00041512,             0.00041512
                    218,                0.83364,                0.98972,                 0.4871,                0.85727,                0.81863,                0.72418,                0.79646,                0.55555,                0.78906,                0.66202,                0.73452,                0.41113,                 1.0776,                 1.2635,                 0.6332,                0.94015,             0.00041041,             0.00041041,             0.00041041
                    219,                0.82405,                0.99393,                0.48663,                0.85752,                0.81976,                0.74415,                0.79663,                0.55585,                 0.8206,                0.65674,                0.73826,                0.41857,                 1.0804,                 1.2665,                0.62759,                0.93996,             0.00040569,             0.00040569,             0.00040569
                    220,                0.83769,                  1.005,                0.48719,                0.85685,                0.81606,                0.73569,                0.79554,                0.55868,                0.79968,                0.66836,                0.73653,                0.41351,                 1.0658,                 1.2577,                0.62903,                 0.9329,             0.00040098,             0.00040098,             0.00040098
                    221,                0.83246,                 1.0015,                0.47707,                0.85933,                0.80938,                0.71993,                 0.7908,                0.55437,                0.79638,                0.65462,                 0.7318,                0.41156,                 1.0713,                 1.2622,                0.63209,                0.93624,             0.00039626,             0.00039626,             0.00039626
                    222,                0.83319,                0.98909,                0.47706,                0.85603,                0.78361,                0.75101,                0.79463,                0.55899,                0.79067,                0.67275,                0.74551,                0.42134,                 1.0717,                 1.2581,                0.62526,                0.93397,             0.00039155,             0.00039155,             0.00039155
                    223,                0.83202,                0.98674,                 0.4806,                0.85988,                0.77384,                0.76356,                0.79811,                0.55766,                0.80752,                0.66031,                0.74314,                0.41684,                 1.0775,                 1.2819,                0.62762,                0.94082,             0.00038683,             0.00038683,             0.00038683
                    224,                0.81842,                0.99403,                0.47746,                0.85417,                0.77428,                 0.7459,                 0.7902,                0.55252,                0.75262,                0.68542,                0.74046,                0.40988,                 1.0851,                 1.2913,                0.63808,                0.94809,             0.00038211,             0.00038211,             0.00038211
                    225,                0.82492,                0.98917,                0.48602,                0.85776,                0.80888,                0.76348,                0.79996,                0.56133,                0.78972,                0.68705,                0.73912,                0.41363,                 1.0745,                 1.2637,                0.62681,                0.94297,              0.0003774,              0.0003774,              0.0003774
                    226,                0.81947,                0.97688,                0.47377,                 0.8511,                0.80463,                0.74811,                0.79628,                  0.563,                0.82786,                0.66085,                  0.747,                0.42221,                 1.0651,                 1.2702,                0.62781,                0.93763,             0.00037268,             0.00037268,             0.00037268
                    227,                0.84145,                0.99899,                0.48453,                0.85565,                0.79256,                0.75828,                0.79654,                 0.5556,                 0.8207,                0.65459,                0.73526,                0.41015,                 1.0699,                 1.2674,                0.62723,                 0.9397,             0.00036797,             0.00036797,             0.00036797
                    228,                0.81097,                0.99005,                0.46285,                0.85038,                 0.8336,                0.73111,                0.80225,                0.56278,                 0.7993,                0.67294,                0.73906,                   0.41,                 1.0748,                 1.2589,                 0.6191,                0.94208,             0.00036325,             0.00036325,             0.00036325
                    229,                0.82127,                0.97551,                0.46968,                0.84965,                0.81451,                0.75205,                0.80556,                 0.5672,                 0.7908,                0.68314,                0.74718,                 0.4187,                 1.0635,                 1.2519,                0.62376,                0.93473,             0.00035854,             0.00035854,             0.00035854
                    230,                0.82896,                0.97831,                0.47033,                0.85309,                0.83755,                0.73819,                 0.8044,                0.56433,                0.78435,                0.68178,                0.73923,                0.42077,                 1.0716,                 1.2655,                0.62561,                0.93767,             0.00035382,             0.00035382,             0.00035382
                    231,                 0.8387,                0.97393,                 0.4742,                0.85435,                0.84311,                0.73762,                0.80542,                0.56533,                0.81607,                0.66435,                0.73931,                0.41259,                 1.0768,                 1.2728,                0.63521,                0.93974,              0.0003491,              0.0003491,              0.0003491
                    232,                0.82683,                 1.0067,                0.47221,                0.85052,                0.82648,                0.74944,                0.80386,                0.55942,                0.81705,                0.65634,                0.73459,                0.41104,                 1.0767,                 1.2656,                  0.628,                0.93377,             0.00034439,             0.00034439,             0.00034439
                    233,                0.82611,                0.93793,                0.47074,                 0.8573,                0.78949,                0.75628,                0.79621,                0.55935,                0.81637,                0.65268,                0.73562,                0.41143,                 1.0728,                 1.2773,                0.63095,                0.93161,             0.00033967,             0.00033967,             0.00033967
                    234,                0.81068,                0.98374,                0.46361,                0.84895,                0.84365,                0.73767,                0.80132,                0.56308,                0.78876,                0.68122,                0.74027,                 0.4166,                 1.0716,                 1.2669,                0.62433,                0.93758,             0.00033496,             0.00033496,             0.00033496
                    235,                0.81041,                0.94546,                0.45562,                0.85385,                0.85525,                0.73274,                0.80798,                0.56752,                0.79375,                0.67161,                0.73739,                0.41861,                 1.0812,                  1.263,                0.62717,                 0.9533,             0.00033024,             0.00033024,             0.00033024
                    236,                0.81725,                0.97102,                0.46487,                0.84941,                0.80454,                0.75192,                0.80112,                0.56532,                0.76994,                0.68106,                0.74056,                0.41309,                 1.0758,                 1.2696,                0.62521,                0.95257,             0.00032553,             0.00032553,             0.00032553
                    237,                0.81612,                0.95314,                 0.4677,                0.84959,                0.85124,                0.73581,                0.81057,                0.56583,                0.80106,                0.66907,                0.73887,                0.40745,                 1.0822,                  1.261,                0.63176,                0.94769,             0.00032081,             0.00032081,             0.00032081
                    238,                0.81648,                0.95274,                0.46496,                 0.8448,                0.85894,                0.71495,                0.80481,                0.56641,                0.80767,                0.66955,                0.74381,                 0.4164,                 1.0657,                 1.2625,                0.62774,                0.93988,             0.00031609,             0.00031609,             0.00031609
                    239,                0.80767,                0.96167,                0.47289,                0.85216,                0.79635,                0.73778,                0.79318,                0.56486,                0.80124,                0.67172,                0.74916,                0.41944,                  1.065,                 1.2507,                 0.6203,                0.93967,             0.00031138,             0.00031138,             0.00031138
                    240,                0.79726,                 0.9545,                0.45362,                0.85172,                0.84575,                 0.7238,                0.80429,                0.56522,                0.80891,                 0.6729,                0.74868,                0.41943,                  1.056,                 1.2447,                0.61843,                0.94059,             0.00030666,             0.00030666,             0.00030666
                    241,                0.82525,                 0.9765,                0.47421,                0.84832,                0.81939,                0.75622,                0.80653,                0.56788,                0.76893,                 0.7009,                0.74955,                0.41534,                  1.059,                  1.264,                0.61464,                0.93731,             0.00030195,             0.00030195,             0.00030195
                    242,                0.80905,                0.99519,                0.45993,                0.85268,                0.82199,                0.74084,                0.80128,                 0.5663,                0.77456,                0.68333,                0.74305,                0.40956,                 1.0637,                 1.2692,                0.62543,                0.93931,             0.00029723,             0.00029723,             0.00029723
                    243,                0.81424,                 0.9656,                0.46241,                0.84531,                0.83539,                0.74948,                0.80484,                0.56565,                0.79973,                0.69304,                 0.7473,                0.41308,                 1.0751,                 1.2544,                0.62593,                0.95151,             0.00029252,             0.00029252,             0.00029252
                    244,                 0.8059,                0.98216,                0.45176,                0.85087,                0.80769,                0.76521,                0.80219,                 0.5652,                0.80045,                0.68094,                0.74619,                0.41855,                 1.0792,                  1.255,                0.62389,                0.95341,              0.0002878,              0.0002878,              0.0002878
                    245,                0.81043,                0.98139,                0.45629,                0.84528,                0.82182,                 0.7531,                 0.8034,                0.56399,                0.81437,                0.67013,                0.74174,                 0.4138,                 1.0837,                 1.2483,                0.61931,                0.95829,             0.00028308,             0.00028308,             0.00028308
                    246,                 0.8016,                0.98228,                0.46041,                0.84644,                0.81241,                0.75556,                0.80208,                0.56268,                0.82593,                0.66662,                0.74145,                0.41491,                 1.0732,                  1.257,                0.62704,                0.94036,             0.00027837,             0.00027837,             0.00027837
                    247,                 0.8033,                0.95964,                0.46275,                0.84768,                0.83334,                0.75158,                  0.806,                 0.5623,                0.80109,                0.67836,                0.73728,                0.41055,                 1.0913,                 1.2666,                0.62662,                0.95168,             0.00027365,             0.00027365,             0.00027365
                    248,                0.79432,                0.96157,                0.45116,                0.84498,                0.82061,                0.76075,                 0.8065,                0.56501,                0.76954,                 0.6976,                0.74179,                0.41401,                 1.0763,                 1.2679,                0.62066,                0.94255,             0.00026894,             0.00026894,             0.00026894
                    249,                0.80948,                0.95435,                0.45268,                 0.8438,                0.82541,                 0.7524,                0.80846,                0.56602,                 0.8009,                 0.6849,                0.74419,                0.41157,                 1.0717,                 1.2542,                0.62113,                 0.9408,             0.00026422,             0.00026422,             0.00026422
                    250,                0.79132,                 0.9533,                0.44998,                0.84838,                0.84915,                 0.7502,                0.81446,                 0.5674,                 0.8026,                0.68483,                0.74711,                0.41724,                  1.073,                 1.2585,                0.61738,                 0.9424,             0.00025951,             0.00025951,             0.00025951
                    251,                0.79515,                0.93454,                0.45047,                0.84642,                 0.8309,                0.75421,                0.80823,                0.56755,                0.79397,                0.68431,                0.74625,                0.41776,                 1.0733,                 1.2624,                0.62269,                0.94198,             0.00025479,             0.00025479,             0.00025479
                    252,                0.81224,                0.95165,                 0.4614,                0.85035,                0.82834,                0.76367,                0.81139,                0.56801,                0.81031,                0.68354,                0.74643,                0.41513,                 1.0702,                 1.2352,                0.62129,                0.93738,             0.00025007,             0.00025007,             0.00025007
