                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    331,                0.90089,                 1.0696,                0.53285,                0.86609,                0.82061,                0.71575,                0.78047,                0.54461,                0.77365,                0.67607,                0.72664,                0.40432,                 1.1129,                 1.2764,                0.65041,                0.94171,             0.00049812,             0.00049812,             0.00049812
                    332,                0.90328,                  1.044,                0.52574,                0.86204,                0.82934,                0.71429,                0.78087,                0.54672,                0.76649,                0.67609,                 0.7247,                0.40742,                 1.1165,                 1.2647,                0.65157,                0.94326,             0.00049529,             0.00049529,             0.00049529
                    333,                0.92199,                  1.074,                0.53261,                0.86208,                0.81671,                0.72713,                0.78436,                0.54474,                0.76686,                 0.6831,                0.73109,                0.40452,                 1.1168,                 1.2651,                0.64512,                0.94158,             0.00049246,             0.00049246,             0.00049246
                    334,                0.90465,                 1.0886,                0.53641,                0.85993,                0.80917,                0.73518,                0.78771,                0.54987,                 0.7536,                0.69206,                0.72785,                0.40122,                 1.1137,                 1.2598,                0.64743,                0.93411,             0.00048963,             0.00048963,             0.00048963
                    335,                0.88817,                 1.0687,                0.51837,                0.85985,                0.80788,                 0.7283,                0.78724,                0.54626,                0.76382,                0.68326,                0.73317,                0.40939,                 1.1216,                 1.2552,                0.64771,                0.94097,              0.0004868,              0.0004868,              0.0004868
                    336,                0.88788,                 1.0368,                0.51583,                0.86271,                0.82789,                0.72827,                0.79217,                 0.5494,                0.77754,                0.67423,                 0.7279,                0.40922,                   1.12,                 1.2582,                0.63918,                0.94412,             0.00048397,             0.00048397,             0.00048397
                    337,                0.88511,                 1.0556,                0.52597,                0.86662,                0.80975,                0.73982,                0.79257,                 0.5474,                0.77312,                0.67925,                0.73109,                0.40792,                 1.1239,                 1.2646,                0.63576,                0.94712,             0.00048114,             0.00048114,             0.00048114
                    338,                 0.9046,                 1.0636,                0.52343,                0.86451,                0.80328,                0.73709,                0.78695,                0.54374,                0.75967,                0.67202,                0.72199,                0.40633,                 1.1258,                 1.2652,                 0.6444,                  0.946,             0.00047831,             0.00047831,             0.00047831
                    339,                0.91474,                 1.0773,                0.53057,                0.86318,                 0.8207,                0.73106,                0.78337,                0.54544,                0.77166,                0.68351,                 0.7326,                0.40726,                 1.1261,                  1.273,                0.65107,                0.94707,             0.00047549,             0.00047549,             0.00047549
                    340,                0.88551,                 1.0598,                0.51562,                0.85952,                 0.8246,                0.73684,                0.79066,                 0.5491,                0.77544,                0.68835,                0.73718,                0.41434,                 1.1223,                 1.2601,                0.64017,                0.94267,             0.00047266,             0.00047266,             0.00047266
                    341,                0.91216,                 1.0793,                0.53285,                 0.8569,                0.81834,                0.74721,                0.79509,                0.54681,                0.77546,                0.69283,                0.73482,                0.40987,                 1.1198,                 1.2689,                0.63438,                0.94155,             0.00046983,             0.00046983,             0.00046983
                    342,                0.89108,                 1.0363,                0.51702,                0.85888,                0.82669,                0.74322,                0.79669,                0.54987,                0.78844,                0.67712,                0.73488,                0.41191,                 1.1207,                 1.2889,                0.63432,                 0.9453,               0.000467,               0.000467,               0.000467
                    343,                0.90452,                 1.0579,                 0.5231,                0.86293,                0.83427,                0.73337,                 0.7948,                0.55401,                0.79704,                0.66669,                0.73109,                0.41371,                  1.113,                 1.2818,                0.63045,                0.94058,             0.00046417,             0.00046417,             0.00046417
                    344,                0.89235,                 1.0696,                0.52347,                0.85861,                0.85563,                0.72154,                0.79522,                0.55366,                0.80496,                0.67239,                0.73924,                0.41485,                 1.1102,                 1.2738,                0.63546,                0.94125,             0.00046134,             0.00046134,             0.00046134
                    345,                0.88703,                  1.076,                0.52287,                0.85603,                0.79831,                0.74607,                0.79176,                0.55133,                0.74567,                0.69318,                0.73306,                0.41162,                 1.1111,                 1.2803,                0.64472,                0.94094,             0.00045851,             0.00045851,             0.00045851
                    346,                0.88273,                 1.0316,                0.51811,                0.85628,                0.81747,                0.73834,                0.79354,                0.55146,                0.78572,                 0.6777,                0.73553,                0.41087,                 1.1086,                 1.2691,                0.64052,                0.94109,             0.00045568,             0.00045568,             0.00045568
                    347,                0.88606,                 1.0623,                0.52424,                0.86214,                0.81761,                0.73611,                0.79119,                0.54763,                0.77865,                0.68308,                0.73529,                 0.4121,                 1.1084,                 1.2742,                0.64247,                0.93686,             0.00045285,             0.00045285,             0.00045285
                    348,                0.88628,                 1.0537,                0.51231,                 0.8576,                0.84912,                0.72415,                0.79228,                0.55176,                0.79438,                 0.6761,                0.73189,                0.40866,                 1.0983,                  1.275,                0.64411,                0.93273,             0.00045002,             0.00045002,             0.00045002
                    349,                0.90089,                 1.0813,                0.52857,                0.86245,                0.83502,                0.72443,                0.79078,                0.55117,                0.77961,                0.67571,                0.73116,                0.40736,                 1.0999,                  1.269,                0.64085,                0.93724,             0.00044719,             0.00044719,             0.00044719
                    350,                0.88019,                 1.0349,                0.51988,                0.86295,                0.84075,                0.72822,                0.79161,                0.55343,                0.78472,                0.67865,                0.72697,                 0.4043,                 1.1013,                 1.2717,                0.64209,                0.93913,             0.00044436,             0.00044436,             0.00044436
                    351,                0.89918,                 1.0541,                0.51596,                0.86496,                  0.843,                0.72154,                0.78959,                0.55107,                0.78773,                0.67028,                0.72977,                0.40607,                  1.096,                 1.2685,                0.63424,                 0.9372,             0.00044153,             0.00044153,             0.00044153
                    352,                0.88536,                 1.0344,                0.51208,                  0.859,                0.83765,                0.71858,                 0.7894,                0.55249,                0.78297,                0.66606,                0.72715,                 0.4022,                 1.1029,                 1.2746,                0.63178,                0.93837,              0.0004387,              0.0004387,              0.0004387
                    353,                0.88646,                 1.0426,                0.52399,                0.86735,                0.82586,                0.73245,                0.79225,                0.55695,                0.78943,                0.67744,                0.73402,                0.40951,                 1.1029,                  1.279,                0.63813,                0.93904,             0.00043587,             0.00043587,             0.00043587
                    354,                0.87083,                  1.029,                0.51205,                0.85681,                0.82897,                 0.7196,                0.79375,                0.55579,                0.78503,                0.66856,                0.73199,                0.41078,                 1.1015,                 1.2719,                0.63662,                0.93793,             0.00043304,             0.00043304,             0.00043304
                    355,                0.88187,                 1.0245,                  0.515,                0.85644,                0.80226,                0.73673,                0.79015,                0.55405,                0.78503,                0.67207,                0.73425,                0.40914,                 1.0959,                   1.28,                0.64093,                0.93564,             0.00043021,             0.00043021,             0.00043021
                    356,                 0.8928,                 1.0709,                 0.5184,                0.85707,                0.81766,                0.71798,                 0.7897,                0.55315,                0.79145,                0.66714,                0.73306,                 0.4112,                 1.0978,                 1.2728,                0.63702,                0.93654,             0.00042739,             0.00042739,             0.00042739
                    357,                0.88675,                 1.0593,                0.51775,                 0.8616,                0.84197,                0.71288,                0.79455,                0.55571,                 0.7964,                 0.6621,                0.73189,                0.41307,                  1.092,                  1.263,                0.62962,                0.93233,             0.00042456,             0.00042456,             0.00042456
                    358,                0.90317,                 1.0553,                0.51647,                0.85982,                 0.8446,                0.72053,                0.79913,                0.55963,                0.81162,                0.65532,                0.73474,                0.40948,                 1.0904,                 1.2653,                0.63068,                0.93171,             0.00042173,             0.00042173,             0.00042173
                    359,                0.88224,                 1.0383,                0.50529,                0.85362,                0.82978,                0.72893,                0.79647,                0.56086,                0.80824,                0.66186,                0.73548,                 0.4104,                 1.0997,                 1.2727,                0.63346,                0.93655,              0.0004189,              0.0004189,              0.0004189
                    360,                0.88543,                 1.0255,                0.51791,                0.86218,                0.83738,                0.72895,                 0.7964,                0.55753,                0.78954,                0.67744,                0.73859,                0.41368,                 1.0982,                 1.2646,                0.63047,                0.94026,             0.00041607,             0.00041607,             0.00041607
                    361,                0.88263,                 1.0591,                0.51634,                0.86081,                 0.8322,                0.73311,                0.79783,                0.55804,                0.79121,                0.67976,                 0.7372,                0.40954,                 1.0921,                 1.2572,                0.63498,                0.93538,             0.00041324,             0.00041324,             0.00041324
                    362,                0.87993,                 1.0449,                0.51592,                0.85733,                0.83598,                0.72628,                0.79334,                0.55772,                0.80002,                0.67578,                0.74192,                 0.4152,                 1.0942,                 1.2592,                0.62897,                0.93667,             0.00041041,             0.00041041,             0.00041041
                    363,                0.88637,                 1.0196,                0.51416,                0.85716,                0.83318,                0.72065,                0.79023,                0.55625,                0.81356,                0.66784,                0.74318,                0.41641,                 1.0981,                 1.2609,                0.63166,                0.94128,             0.00040758,             0.00040758,             0.00040758
                    364,                0.87994,                 1.0356,                0.51155,                0.86237,                0.84015,                0.72242,                0.78964,                0.55316,                0.81593,                0.67254,                0.74278,                0.41359,                 1.0987,                 1.2741,                 0.6354,                0.93792,             0.00040475,             0.00040475,             0.00040475
                    365,                0.87177,                 1.0128,                0.50262,                0.85407,                0.85211,                0.71162,                0.78991,                0.55475,                0.83044,                0.66772,                0.74253,                0.41848,                 1.1001,                 1.2765,                0.64016,                0.94036,             0.00040192,             0.00040192,             0.00040192
                    366,                 0.8837,                 1.0353,                0.51103,                0.85548,                 0.8195,                0.73298,                0.79308,                0.55638,                0.82373,                0.66251,                0.73977,                0.41342,                 1.1023,                 1.2711,                0.63178,                0.94232,             0.00039909,             0.00039909,             0.00039909
                    367,                0.88567,                 1.0358,                0.51499,                0.85921,                0.81479,                0.73565,                0.79326,                 0.5544,                0.79745,                0.66498,                0.73624,                0.41451,                 1.1044,                 1.2687,                 0.6315,                0.94039,             0.00039626,             0.00039626,             0.00039626
                    368,                0.88406,                 1.0518,                0.51011,                0.85786,                0.82752,                0.73798,                 0.7977,                0.55558,                 0.7864,                0.68637,                0.74612,                0.41675,                 1.1059,                 1.2631,                0.63359,                0.94354,             0.00039343,             0.00039343,             0.00039343
                    369,                0.88326,                 1.0412,                0.51138,                0.85869,                0.82504,                0.74554,                0.79724,                0.55781,                0.79252,                0.69112,                 0.7455,                0.41811,                 1.0942,                 1.2672,                0.63457,                0.93641,              0.0003906,              0.0003906,              0.0003906
                    370,                0.88853,                 1.0618,                0.51359,                0.86083,                0.83876,                0.73343,                0.79575,                  0.556,                0.80603,                0.67921,                0.73948,                0.41272,                 1.0987,                 1.2754,                0.63482,                0.93959,             0.00038777,             0.00038777,             0.00038777
                    371,                0.88337,                 1.0394,                 0.5162,                0.85505,                0.82177,                0.73743,                0.79427,                0.55774,                0.78904,                 0.6796,                0.74008,                0.41377,                 1.0992,                 1.2693,                0.63067,                0.93967,             0.00038494,             0.00038494,             0.00038494
                    372,                 0.8934,                 1.0344,                 0.5176,                  0.857,                0.83921,                0.73005,                0.79584,                0.55911,                0.80245,                0.68076,                 0.7435,                0.41771,                 1.1004,                 1.2703,                0.63286,                0.93745,             0.00038211,             0.00038211,             0.00038211
                    373,                0.88761,                 1.0263,                0.51238,                0.85594,                0.83352,                0.73922,                0.79714,                0.55843,                 0.7957,                0.68437,                0.74379,                0.41775,                 1.1075,                 1.2784,                0.63043,                 0.9415,             0.00037929,             0.00037929,             0.00037929
                    374,                0.87811,                 1.0508,                 0.5109,                0.85136,                0.85364,                0.71363,                0.79403,                0.55662,                0.79024,                0.67337,                0.73449,                0.41165,                 1.1099,                 1.2759,                0.63267,                0.94136,             0.00037646,             0.00037646,             0.00037646
                    375,                0.89261,                 1.0744,                0.52382,                0.86402,                0.84737,                 0.7301,                0.79673,                 0.5593,                0.80249,                0.69038,                 0.7414,                0.41694,                 1.1103,                 1.2696,                0.62778,                0.94198,             0.00037363,             0.00037363,             0.00037363
                    376,                0.87797,                 1.0347,                0.50139,                0.85867,                0.84707,                0.72733,                 0.7961,                0.55887,                0.79787,                0.69028,                0.74715,                0.41865,                 1.1083,                 1.2638,                0.62812,                0.94256,              0.0003708,              0.0003708,              0.0003708
                    377,                 0.8669,                 1.0238,                0.50304,                0.85245,                0.84919,                 0.7279,                0.79705,                0.55762,                0.80831,                0.69181,                0.75256,                0.41936,                 1.1091,                  1.269,                 0.6284,                0.94214,             0.00036797,             0.00036797,             0.00036797
                    378,                0.88941,                 1.0573,                0.50488,                0.85321,                0.81553,                 0.7478,                0.79713,                0.55489,                0.77803,                0.69832,                0.74163,                0.41135,                 1.1091,                 1.2823,                0.63281,                0.93899,             0.00036514,             0.00036514,             0.00036514
                    379,                 0.8798,                 1.0422,                 0.5106,                0.85578,                0.82062,                 0.7412,                0.79795,                0.55834,                0.78445,                 0.6941,                0.74714,                0.41864,                 1.1077,                 1.2761,                 0.6313,                 0.9373,             0.00036231,             0.00036231,             0.00036231
                    380,                0.87011,                 1.0439,                0.50344,                0.85404,                0.83985,                0.73611,                0.79977,                0.55604,                0.79483,                0.69047,                0.74815,                0.41416,                 1.1096,                 1.2771,                 0.6329,                0.93963,             0.00035948,             0.00035948,             0.00035948
                    381,                0.88521,                 1.0387,                0.50922,                0.86081,                 0.8459,                0.73057,                0.79699,                0.55895,                0.79076,                0.69225,                0.74886,                0.41736,                 1.1033,                 1.2777,                0.63254,                0.93945,             0.00035665,             0.00035665,             0.00035665
                    382,                0.87543,                 1.0163,                0.50754,                0.85121,                0.84077,                0.73505,                0.79858,                0.56099,                0.79206,                0.69044,                0.74899,                 0.4193,                 1.0954,                 1.2809,                 0.6234,                0.93673,             0.00035382,             0.00035382,             0.00035382
                    383,                0.88194,                 1.0608,                0.51604,                0.85702,                0.82585,                0.74376,                0.79846,                0.56196,                 0.7939,                0.68218,                0.74217,                0.41715,                 1.0934,                 1.2857,                0.62607,                0.93388,             0.00035099,             0.00035099,             0.00035099
                    384,                0.87141,                  1.031,                0.50423,                0.85954,                0.82472,                0.74348,                0.80129,                0.56261,                0.82304,                 0.6756,                0.74942,                0.42171,                 1.0918,                   1.28,                0.62594,                0.93225,             0.00034816,             0.00034816,             0.00034816
                    385,                0.85875,                 1.0242,                0.50182,                0.85849,                0.82436,                0.75006,                0.79878,                0.55999,                0.78131,                0.70157,                0.74901,                0.42219,                 1.0908,                 1.2701,                0.62645,                0.93271,             0.00034533,             0.00034533,             0.00034533
                    386,                0.86889,                 1.0689,                  0.505,                  0.859,                0.82299,                0.74557,                0.79565,                 0.5604,                0.81189,                0.67237,                0.74309,                0.41916,                  1.091,                 1.2767,                 0.6272,                0.93467,              0.0003425,              0.0003425,              0.0003425
                    387,                0.87819,                 1.0309,                0.50738,                 0.8598,                0.82695,                0.73874,                0.79479,                0.56098,                0.77526,                0.69133,                 0.7407,                0.41698,                 1.0893,                  1.275,                0.62686,                0.93477,             0.00033967,             0.00033967,             0.00033967
                    388,                 0.8815,                 1.0212,                0.50695,                 0.8563,                0.81587,                0.74071,                0.79322,                0.55739,                 0.7742,                0.69292,                0.74185,                0.41465,                 1.0924,                 1.2784,                0.62682,                 0.9363,             0.00033684,             0.00033684,             0.00033684
                    389,                0.87768,                 1.0295,                0.50799,                0.85611,                0.83524,                0.72142,                0.78992,                 0.5561,                  0.793,                0.68332,                0.74052,                0.41762,                 1.0967,                 1.2757,                0.62887,                0.93712,             0.00033401,             0.00033401,             0.00033401
                    390,                0.87845,                 1.0431,                 0.5113,                  0.862,                 0.8362,                0.72757,                0.79294,                0.55606,                0.78884,                0.68637,                0.74029,                0.41994,                  1.099,                 1.2801,                0.62662,                  0.941,             0.00033119,             0.00033119,             0.00033119
                    391,                0.86135,                 1.0149,                0.49715,                0.85083,                0.83389,                0.72342,                0.79317,                0.55761,                0.81891,                0.66196,                0.74208,                0.41507,                 1.0986,                  1.275,                0.63021,                0.94032,             0.00032836,             0.00032836,             0.00032836
                    392,                0.88513,                 1.0523,                0.50777,                0.85737,                0.84359,                0.72633,                0.79553,                0.56036,                0.78512,                0.67789,                0.73793,                0.42319,                 1.0981,                 1.2741,                0.63034,                0.93876,             0.00032553,             0.00032553,             0.00032553
                    393,                0.85288,                 1.0106,                0.50584,                0.85176,                0.83973,                0.72612,                0.79433,                0.55996,                0.80856,                0.67019,                0.74288,                0.42213,                 1.0957,                 1.2723,                0.63197,                0.93894,              0.0003227,              0.0003227,              0.0003227
                    394,                0.86172,                 1.0265,                0.49424,                  0.854,                0.85083,                0.72475,                0.79771,                0.55857,                0.82248,                0.67692,                0.74832,                0.42056,                 1.1009,                 1.2792,                0.63377,                0.94077,             0.00031987,             0.00031987,             0.00031987
                    395,                0.85557,                 1.0433,                0.49647,                0.85484,                0.85288,                0.72178,                0.79596,                0.55686,                0.80966,                0.68304,                0.74961,                0.41901,                 1.1036,                 1.2748,                0.63471,                0.94103,             0.00031704,             0.00031704,             0.00031704
                    396,                0.86023,                 1.0275,                0.49886,                0.84926,                0.83083,                0.73927,                 0.7976,                0.55817,                0.82108,                0.68024,                0.74892,                0.42001,                  1.108,                 1.2829,                0.63209,                0.94454,             0.00031421,             0.00031421,             0.00031421
                    397,                0.88763,                 1.0471,                0.51097,                0.85888,                0.82686,                0.73879,                0.79562,                0.55803,                 0.8121,                 0.6854,                0.74792,                 0.4182,                 1.1039,                 1.2847,                0.63458,                0.94326,             0.00031138,             0.00031138,             0.00031138
                    398,                0.86507,                 1.0236,                0.50176,                0.85414,                0.83425,                0.73435,                0.79591,                0.55738,                0.81198,                0.68178,                0.74562,                0.42022,                 1.1035,                 1.2828,                 0.6328,                0.94443,             0.00030855,             0.00030855,             0.00030855
                    399,                0.87074,                 1.0362,                 0.4998,                0.85548,                0.82529,                0.74492,                0.79381,                0.55703,                0.80875,                0.68459,                0.74832,                0.42016,                 1.1033,                 1.2798,                0.62837,                0.94464,             0.00030572,             0.00030572,             0.00030572
                    400,                0.87168,                 1.0192,                0.49462,                 0.8563,                0.84456,                0.73067,                0.79698,                0.55655,                0.80396,                0.69008,                0.74953,                0.42461,                 1.1035,                 1.2728,                0.62553,                0.94126,             0.00030289,             0.00030289,             0.00030289
                    401,                0.87527,                 1.0188,                0.49986,                0.85473,                 0.8469,                0.72994,                0.79472,                0.55654,                0.80955,                0.68603,                0.74568,                0.42258,                 1.0979,                 1.2703,                 0.6237,                0.93643,             0.00030006,             0.00030006,             0.00030006
                    402,                0.85382,                 1.0088,                0.48954,                0.85503,                0.84918,                 0.7282,                 0.7943,                0.55995,                0.82198,                0.68253,                0.74997,                0.42484,                 1.0919,                 1.2647,                0.62727,                 0.9334,             0.00029723,             0.00029723,             0.00029723
                    403,                0.85892,                 1.0149,                 0.4963,                0.85972,                0.85593,                 0.7236,                0.79571,                0.55988,                0.80461,                0.67798,                0.74453,                 0.4216,                 1.0934,                 1.2685,                 0.6248,                0.93356,              0.0002944,              0.0002944,              0.0002944
                    404,                0.88717,                 1.0406,                 0.5089,                0.85629,                0.84979,                0.72812,                0.79546,                0.55849,                0.80261,                0.68528,                0.74668,                0.42258,                 1.0928,                 1.2729,                0.62421,                0.93297,             0.00029157,             0.00029157,             0.00029157
                    405,                0.86045,                 1.0411,                0.49557,                0.85587,                0.84934,                0.72583,                0.79887,                 0.5594,                0.78462,                0.68498,                0.74385,                0.41947,                 1.0926,                 1.2785,                 0.6235,                0.93397,             0.00028874,             0.00028874,             0.00028874
                    406,                 0.8614,                 1.0176,                 0.4916,                0.84907,                 0.8419,                0.72669,                 0.7946,                0.55616,                0.80034,                0.68343,                 0.7465,                0.41967,                 1.0945,                 1.2746,                 0.6308,                0.93373,             0.00028591,             0.00028591,             0.00028591
                    407,                0.85458,                0.99873,                0.49623,                0.85087,                0.83947,                 0.7243,                0.79278,                0.55622,                0.79924,                0.67641,                0.74292,                0.41883,                 1.0978,                 1.2787,                0.63054,                0.93518,             0.00028308,             0.00028308,             0.00028308
                    408,                0.84866,                 1.0067,                0.49244,                0.85302,                0.84523,                0.72596,                0.79231,                0.55594,                0.80412,                0.68234,                0.74417,                0.41895,                    1.1,                 1.2772,                 0.6286,                0.93727,             0.00028026,             0.00028026,             0.00028026
                    409,                 0.8567,                 1.0144,                0.49794,                0.85814,                0.84139,                0.73266,                0.79553,                0.55935,                  0.801,                0.67903,                0.74257,                0.41965,                 1.1018,                 1.2821,                0.62317,                0.93834,             0.00027743,             0.00027743,             0.00027743
                    410,                 0.8573,                 1.0154,                0.49146,                0.85492,                0.84179,                0.73328,                0.79521,                0.55851,                0.79679,                0.68851,                0.74466,                0.41905,                 1.0987,                 1.2861,                0.62444,                0.93816,              0.0002746,              0.0002746,              0.0002746
                    411,                0.86188,                 1.0181,                0.48671,                0.84759,                0.83915,                0.73324,                0.79614,                0.55834,                0.78106,                0.69965,                0.74656,                0.41758,                 1.0948,                  1.283,                 0.6244,                0.93854,             0.00027177,             0.00027177,             0.00027177
                    412,                0.85467,                 1.0066,                0.49066,                0.85172,                0.83028,                0.73609,                0.79506,                0.55946,                0.78151,                0.70169,                0.75284,                0.42168,                 1.0953,                 1.2867,                0.63223,                0.94062,             0.00026894,             0.00026894,             0.00026894
                    413,                0.85444,                0.98722,                0.49546,                0.85631,                0.83776,                 0.7276,                0.79308,                0.55801,                0.79504,                0.68774,                0.74894,                0.41879,                 1.1005,                 1.2838,                0.63424,                0.94405,             0.00026611,             0.00026611,             0.00026611
                    414,                0.87886,                 1.0435,                0.50443,                0.85789,                0.84545,                0.72264,                0.79319,                0.55762,                0.80722,                0.67014,                0.74022,                0.41579,                 1.1044,                 1.2848,                0.63628,                  0.945,             0.00026328,             0.00026328,             0.00026328
                    415,                0.85234,                0.99011,                0.48743,                0.84777,                0.81373,                0.73622,                0.79465,                0.55918,                0.80494,                0.66514,                0.73577,                0.41336,                 1.1086,                 1.2941,                0.63348,                0.94608,             0.00026045,             0.00026045,             0.00026045
                    416,                0.84845,                0.99946,                0.48975,                0.85378,                0.83695,                0.72281,                0.79499,                 0.5592,                0.81024,                0.66974,                0.74195,                0.41697,                 1.1074,                 1.2899,                0.63146,                0.94512,             0.00025762,             0.00025762,             0.00025762
                    417,                 0.8445,                 1.0096,                0.48601,                0.85315,                0.80693,                0.74797,                0.79581,                0.56012,                 0.7709,                0.70109,                0.74982,                 0.4246,                 1.1028,                 1.2927,                0.62584,                0.94471,             0.00025479,             0.00025479,             0.00025479
                    418,                0.85852,                 1.0144,                0.49824,                0.85825,                0.81326,                0.74338,                0.79409,                0.55876,                0.77835,                0.69736,                0.74511,                0.42057,                 1.1004,                 1.2903,                0.62657,                0.94144,             0.00025196,             0.00025196,             0.00025196
                    419,                0.86013,                 1.0104,                0.49801,                0.85684,                0.82347,                0.73508,                0.79336,                0.55788,                0.79679,                0.68174,                0.74477,                0.42037,                 1.0997,                 1.2919,                0.62823,                0.93982,             0.00024913,             0.00024913,             0.00024913
                    420,                0.85491,                  1.031,                0.49637,                0.85379,                0.80938,                0.74152,                0.79447,                 0.5583,                 0.7769,                0.69055,                0.74487,                0.41321,                 1.1013,                 1.2873,                0.62831,                0.93785,              0.0002463,              0.0002463,              0.0002463
                    421,                0.85711,                 1.0097,                0.49462,                0.85644,                0.83104,                0.73258,                0.79595,                0.55646,                0.77452,                0.68972,                 0.7427,                 0.4159,                 1.1005,                 1.2843,                 0.6274,                 0.9372,             0.00024347,             0.00024347,             0.00024347
                    422,                0.86405,                0.99566,                0.49865,                0.85752,                0.83265,                0.73159,                0.79549,                0.55718,                0.78933,                0.68853,                0.74192,                0.41585,                 1.0987,                 1.2828,                0.62648,                0.93632,             0.00024064,             0.00024064,             0.00024064
                    423,                0.85057,                 1.0172,                0.48152,                0.84976,                0.83053,                0.72272,                0.79245,                0.55575,                0.79609,                0.68424,                0.74541,                0.41394,                 1.1005,                 1.2903,                0.62682,                0.93801,             0.00023781,             0.00023781,             0.00023781
                    424,                0.83834,                 1.0073,                0.48749,                0.85174,                0.84778,                0.71951,                0.79277,                 0.5543,                0.81068,                0.67833,                0.74382,                 0.4171,                 1.1027,                 1.2875,                0.62906,                0.93832,             0.00023498,             0.00023498,             0.00023498
